blockage_conduit,blockage_sensor_node,total_true_fov_surcharge_down,total_est_fov_surcharge_down,total_true_fov_surcharge_thresh,total_est_fov_surcharge_thresh,POD,FAR,n_sensor
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,200
G75S510_G75S490_l1,G75S541,1440.0,282.0,0.0,282.0,,0.0,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,200
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,200
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,200
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,200
G75S510_G75S490_l1,,,,,,,,200
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,200
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S541,1440.0,282.0,0.0,282.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,333
G75S510_G75S490_l1,,,,,,,,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,333
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,333
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,333
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,333
G75S510_G75S490_l1,G75S541,1440.0,282.0,0.0,282.0,,0.0,333
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,333
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S541,1440.0,282.0,0.0,282.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,400
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,400
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,400
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,400
G75S510_G75S490_l1,G75S541,1440.0,282.0,0.0,282.0,,0.0,400
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,400
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S541,1440.0,282.0,0.0,282.0,,0.0,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,500
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,500
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,500
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,500
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,500
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S541,1440.0,282.0,0.0,282.0,,0.0,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,600
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,600
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,600
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,700
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,700
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,700
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,700
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,700
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S540,1440.0,474.0,0.0,474.0,,0.0,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,800
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,800
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,800
G75S510_G75S490_l1,G75S530,1440.0,850.0,0.0,850.0,,0.0,800
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,900
G75S510_G75S490_l1,G75S520,1440.0,1347.0,0.0,1347.0,,0.0,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G75S510_G75S490_l1,G75S510,1440.0,4591.0,0.0,4591.0,,0.82078666319354,900
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,G74F220,521.0,207.0,0.0,207.0,,0.0,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,10
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F220,521.0,207.0,0.0,207.0,,0.0,200
G74F180_G74F170_l1,G74F220,521.0,207.0,0.0,207.0,,0.0,200
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,200
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,200
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,200
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,200
G74F180_G74F170_l1,G74F220,521.0,207.0,0.0,207.0,,0.0,200
G74F180_G74F170_l1,G74F191,521.0,108.0,0.0,108.0,,0.0,200
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,200
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,200
G74F180_G74F170_l1,G74F191,521.0,108.0,0.0,108.0,,0.0,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,200
G74F180_G74F170_l1,,,,,,,,200
G74F180_G74F170_l1,G74F220,521.0,207.0,0.0,207.0,,0.0,200
G74F180_G74F170_l1,G74F191,521.0,108.0,0.0,108.0,,0.0,200
G74F180_G74F170_l1,,,,,,,,333
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,333
G74F180_G74F170_l1,,,,,,,,333
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,333
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,333
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,333
G74F180_G74F170_l1,G74F220,521.0,207.0,0.0,207.0,,0.0,333
G74F180_G74F170_l1,G74F191,521.0,108.0,0.0,108.0,,0.0,333
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,333
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,333
G74F180_G74F170_l1,G74F220,521.0,207.0,0.0,207.0,,0.0,333
G74F180_G74F170_l1,G74F190,521.0,1550.0,0.0,1550.0,,0.2318200924758302,333
G74F180_G74F170_l1,G74F180,521.0,4569.0,0.0,4569.0,,0.8507776376628836,333
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,333
G74F180_G74F170_l1,G74F210,521.0,289.0,0.0,289.0,,0.0,333
